_explain,2a82dc6d-1d65-4b67-b1b2-1ce095977eac,perceived_accuracy-6,understanding-5,accuracy_standard-6,frustration-5,trust-6,recommend-6,fdbk_importance-7,learn-6,perf-5
_feature,d89c72b6-92c3-4a33-ac29-e1592101657b,perceived_accuracy-6,understanding-5,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-3,learn-5,perf-4
_instance,8ebc20d8-d2bb-41d2-a668-b8f078c7c8f6,perceived_accuracy-6,understanding-6,accuracy_standard-5,frustration-6,trust-6,recommend-6,fdbk_importance-3,learn-6,perf-6
_instance,82eb7095-516f-4c9b-bb65-0f267b2d12a0,perceived_accuracy-5,understanding-5,accuracy_standard-4,frustration-4,trust-5,recommend-5,fdbk_importance-7,learn-6,perf-5
_instance,b1fa636f-20c9-4f2e-a347-0cd91db20144,perceived_accuracy-5,understanding-6,accuracy_standard-3,frustration-6,trust-3,recommend-4,fdbk_importance-7,learn-3,perf-4
_instance_explain,5a2f26bf-d9ef-447f-a009-1811c43fc6e7,perceived_accuracy-6,understanding-5,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-6,learn-5,perf-5
empty,38aec65c-55cf-4d8e-8b8b-7f1758fb6f0b,perceived_accuracy-6,understanding-6,accuracy_standard-7,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-6,perf-7
_instance,9278af0f-059c-4127-9ee2-f8459460d555,perceived_accuracy-6,understanding-6,accuracy_standard-5,frustration-2,trust-6,recommend-4,fdbk_importance-5,learn-5,perf-4
_instance,0907dd82-9d0f-4727-867f-fc1a3bf40109,perceived_accuracy-6,understanding-6,accuracy_standard-5,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-3,perf-4
empty,8fa12d14-7932-4941-b072-9e29553187d2,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-4,trust-4,recommend-4,fdbk_importance-5,learn-4,perf-4
_instance,f24c4297-e66c-4043-971f-6c6ce890b989,perceived_accuracy-7,understanding-7,accuracy_standard-7,frustration-1,trust-6,recommend-7,fdbk_importance-7,learn-4,perf-6
_instance,6c8f33fc-3c1c-4516-bf3f-8ba8df3d91c3,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-2,trust-5,recommend-6,fdbk_importance-7,learn-3,perf-4
_feature,0aefe6dd-c342-4361-a059-0b906b7e576d,perceived_accuracy-6,understanding-3,accuracy_standard-6,frustration-2,trust-5,recommend-5,fdbk_importance-6,learn-4,perf-5
_feature,fe5fb431-2d99-4e20-8f5b-fe14c0ee8d9e,perceived_accuracy-5,understanding-3,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-7,learn-6,perf-6
_instance,c5c80a97-039c-4515-b76e-c295609a9b1a,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-3,trust-5,recommend-5,fdbk_importance-6,learn-5,perf-4
empty,fbfc6a15-5ebb-4499-adad-19e820cf1eac,perceived_accuracy-3,understanding-3,accuracy_standard-2,frustration-6,trust-2,recommend-3,fdbk_importance-6,learn-2,perf-4
_feature_explain,498fb326-09ed-4cef-a190-247449c5269d,perceived_accuracy-6,understanding-7,accuracy_standard-1,frustration-2,trust-7,recommend-7,fdbk_importance-7,learn-6,perf-5
_instance,28b6078d-67ea-480e-9206-02fcc03aa359,perceived_accuracy-5,understanding-5,accuracy_standard-2,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-5,perf-5
_instance_explain,8aa3d0bb-ea8b-4557-82f0-b44bd51cab1e,perceived_accuracy-6,understanding-5,accuracy_standard-7,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-7,perf-5
_instance_explain,50ad07bb-beaf-45f1-9551-5228867649fe,perceived_accuracy-6,understanding-6,accuracy_standard-5,frustration-1,trust-6,recommend-7,fdbk_importance-7,learn-7,perf-6
_feature_explain,4e107f71-3512-48fe-89d3-cfa44b3f3ce0,perceived_accuracy-2,understanding-5,accuracy_standard-2,frustration-7,trust-2,recommend-2,fdbk_importance-7,learn-4,perf-5
_instance,117f4347-8770-4b48-8de7-3df74fedcbca,perceived_accuracy-6,understanding-5,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-5,perf-5
_explain,5db362fa-0425-49af-ba7e-39909b7bcb87,perceived_accuracy-5,understanding-3,accuracy_standard-2,frustration-6,trust-1,recommend-2,fdbk_importance-7,learn-2,perf-4
_feature,7616a7ac-5c89-4765-a934-50b38c8ee3a3,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-6,perf-4
_feature,86022a81-8113-43e8-b9f8-eb48c905ee27,perceived_accuracy-5,understanding-6,accuracy_standard-7,frustration-2,trust-1,recommend-7,fdbk_importance-7,learn-7,perf-7
_feature,019b3234-e20b-4c63-803a-072c2c722745,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-2,trust-5,recommend-5,fdbk_importance-6,learn-6,perf-6
_feature_explain,8733641e-8e2f-48bd-a20c-2d3479ee4af9,perceived_accuracy-3,understanding-5,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-6,learn-2,perf-4
_feature_explain,9aad824c-9409-4818-8861-a009b6c34ff0,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-5,perf-7
_feature_explain,cf620235-96fe-49f3-8af5-9afe355ca21b,perceived_accuracy-5,understanding-6,accuracy_standard-6,frustration-3,trust-6,recommend-6,fdbk_importance-7,learn-6,perf-5
_instance_explain,a669f64d-80e7-4a63-85ec-d7d71267d974,perceived_accuracy-6,understanding-5,accuracy_standard-2,frustration-5,trust-2,recommend-2,fdbk_importance-6,learn-2,perf-6
_explain,b3e2fbd1-1ce7-4513-9909-122ffac5ef21,perceived_accuracy-6,understanding-3,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-3,perf-4
_feature,c991a44c-149a-4696-8a04-76730c0a0f98,perceived_accuracy-6,understanding-5,accuracy_standard-4,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-4,perf-6
_feature_explain,022a9302-7362-483d-98b8-3c14f0ee0795,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-6,perf-7
_feature_explain,c5492cbc-5b8c-4d55-88c9-9544cc0f418e,perceived_accuracy-3,understanding-1,accuracy_standard-2,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-5,perf-5
_feature,e4eb9200-936f-4e88-98f2-8bb4997eac89,perceived_accuracy-6,understanding-5,accuracy_standard-6,frustration-3,trust-3,recommend-6,fdbk_importance-7,learn-7,perf-7
_instance_explain,8abbad66-8545-49c4-aaf0-5ed5f8281eaa,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-5,trust-5,recommend-6,fdbk_importance-7,learn-5,perf-5
_instance_explain,a7aefac3-1b40-41d5-b376-aee42a507cb4,perceived_accuracy-6,understanding-7,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-7,learn-3,perf-4
_explain,f16db69e-c279-441a-8f1d-262a3328a4ae,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-2,trust-5,recommend-5,fdbk_importance-5,learn-5,perf-5
_feature,725acbe9-44d6-492f-a95d-bf8ed923b5a3,perceived_accuracy-6,understanding-6,accuracy_standard-2,frustration-2,trust-6,recommend-4,fdbk_importance-7,learn-4,perf-4
_instance,7b333f62-06a7-489a-98be-6aa701f1d949,perceived_accuracy-5,understanding-5,accuracy_standard-6,frustration-2,trust-6,recommend-5,fdbk_importance-6,learn-5,perf-6
empty,0d467cee-8c8f-4b91-987d-c3edaf2c6319,perceived_accuracy-5,understanding-5,accuracy_standard-3,frustration-5,trust-5,recommend-3,fdbk_importance-7,learn-3,perf-4
_explain,a18705cf-dcbe-4365-94f8-014708a31794,perceived_accuracy-6,understanding-5,accuracy_standard-7,frustration-2,trust-5,recommend-6,fdbk_importance-6,learn-6,perf-4
_feature_explain,fafc3d21-2181-40fb-8b3a-a208a11d6f85,perceived_accuracy-7,understanding-6,accuracy_standard-6,frustration-1,trust-7,recommend-7,fdbk_importance-7,learn-7,perf-7
_feature,098d4671-7b78-4096-8504-c6f356d9df8d,perceived_accuracy-6,understanding-5,accuracy_standard-3,frustration-3,trust-5,recommend-5,fdbk_importance-6,learn-6,perf-3
_instance,ef8de5a5-e604-4bf6-91bd-28402c0a455c,perceived_accuracy-5,understanding-3,accuracy_standard-3,frustration-5,trust-3,recommend-5,fdbk_importance-6,learn-6,perf-5
empty,26dda9d3-0287-45ad-a03e-476828380c10,perceived_accuracy-6,understanding-5,accuracy_standard-5,frustration-5,trust-6,recommend-6,fdbk_importance-7,learn-5,perf-5
_explain,a5f2e926-97d5-41d0-8062-7a9f26e3c725,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-7,trust-1,recommend-1,fdbk_importance-5,learn-5,perf-5
_instance,7ebbab2b-8cb3-4c34-a770-f0dac5c4937e,perceived_accuracy-5,understanding-6,accuracy_standard-6,frustration-2,trust-3,recommend-6,fdbk_importance-6,learn-5,perf-5
_feature_explain,74e6358e-877d-4087-b886-41eecc04f6af,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-6,trust-3,recommend-2,fdbk_importance-7,learn-6,perf-6
_feature,62129a76-4e9c-434f-837e-723d6d55aea4,perceived_accuracy-5,understanding-6,accuracy_standard-4,frustration-5,trust-5,recommend-3,fdbk_importance-6,learn-5,perf-5
_feature_explain,db6b2ac1-9c52-4381-9f8d-d2b8ea8e0b47,perceived_accuracy-5,understanding-3,accuracy_standard-2,frustration-5,trust-3,recommend-4,fdbk_importance-7,learn-4,perf-5
_explain,ba8f75aa-7ca8-4724-ba32-4a9558501779,perceived_accuracy-3,understanding-3,accuracy_standard-3,frustration-5,trust-2,recommend-2,fdbk_importance-6,learn-4,perf-5
empty,0d5cd777-5e28-4107-aa18-e897f1113fc1,perceived_accuracy-6,understanding-3,accuracy_standard-5,frustration-3,trust-5,recommend-5,fdbk_importance-5,learn-4,perf-4
empty,1486cac2-cfc8-464a-958b-c7feee92d2f8,perceived_accuracy-4,understanding-5,accuracy_standard-6,frustration-3,trust-5,recommend-6,fdbk_importance-7,learn-6,perf-5
empty,b0c95f87-914f-431c-b725-de277d9d42f2,perceived_accuracy-5,understanding-5,accuracy_standard-6,frustration-1,trust-6,recommend-6,fdbk_importance-7,learn-2,perf-6
_explain,50320a6d-4a5a-43e6-af23-2ee530288ef7,perceived_accuracy-5,understanding-7,accuracy_standard-2,frustration-7,trust-2,recommend-4,fdbk_importance-7,learn-2,perf-4
empty,2efb44d0-fa4a-43ca-9e78-54c06590a2ad,perceived_accuracy-5,understanding-5,accuracy_standard-6,frustration-2,trust-5,recommend-6,fdbk_importance-7,learn-6,perf-6
_instance,edfffe1e-3d11-4d40-9ad6-c6cef81c661e,perceived_accuracy-5,understanding-7,accuracy_standard-3,frustration-2,trust-5,recommend-5,fdbk_importance-7,learn-5,perf-6
_instance_explain,28da06da-4a37-453f-8c57-05a577dddd31,perceived_accuracy-1,understanding-6,accuracy_standard-6,frustration-7,trust-1,recommend-1,fdbk_importance-7,learn-1,perf-4
_explain,926d115d-6661-48ab-977c-e6d1c8f23791,perceived_accuracy-3,understanding-3,accuracy_standard-5,frustration-6,trust-2,recommend-5,fdbk_importance-6,learn-4,perf-5
_instance_explain,dd4314f0-d542-4cd5-9f12-1cc51382793b,perceived_accuracy-7,understanding-5,accuracy_standard-2,frustration-4,trust-4,recommend-4,fdbk_importance-7,learn-4,perf-4
_instance_explain,522e5330-7881-4efa-9439-7323ee47352d,perceived_accuracy-6,understanding-5,accuracy_standard-2,frustration-5,trust-3,recommend-3,fdbk_importance-7,learn-6,perf-5
empty,3e64cce6-63f1-48d3-82d1-17aeebbc550c,perceived_accuracy-7,understanding-7,accuracy_standard-4,frustration-5,trust-5,recommend-5,fdbk_importance-7,learn-6,perf-6
_explain,9d68c70d-6bff-4098-b914-d6262ffca968,perceived_accuracy-6,understanding-6,accuracy_standard-2,frustration-5,trust-2,recommend-3,fdbk_importance-6,learn-4,perf-4
_feature,cbc6b014-beb6-4bf3-9389-40092dc7cc15,perceived_accuracy-6,understanding-6,accuracy_standard-7,frustration-2,trust-6,recommend-4,fdbk_importance-7,learn-7,perf-6
_instance_explain,f0b26495-4433-4e6c-859c-c4e4d8a2a24f,perceived_accuracy-6,understanding-5,accuracy_standard-1,frustration-5,trust-3,recommend-3,fdbk_importance-7,learn-5,perf-6
_explain,52cd8bd5-d96e-4741-a963-16a0cc0636c6,perceived_accuracy-5,understanding-6,accuracy_standard-5,frustration-5,trust-5,recommend-5,fdbk_importance-3,learn-5,perf-5
_feature,7de158ce-e15e-4413-bad8-08ba7f22186c,perceived_accuracy-5,understanding-3,accuracy_standard-5,frustration-3,trust-5,recommend-6,fdbk_importance-6,learn-4,perf-5
_instance_explain,898bed57-1253-49a8-9ad2-c47d09b8821d,perceived_accuracy-5,understanding-2,accuracy_standard-5,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-3,perf-5
_instance,8aabf134-3c94-4b7e-8975-38c01eee27f4,perceived_accuracy-6,understanding-6,accuracy_standard-5,frustration-2,trust-5,recommend-6,fdbk_importance-7,learn-5,perf-5
_feature,a8bef691-68d4-4b8d-874d-4185165eaea9,perceived_accuracy-7,understanding-7,accuracy_standard-5,frustration-1,trust-7,recommend-7,fdbk_importance-7,learn-7,perf-5
_instance_explain,babb5772-179a-42e6-a475-d167ba11e74f,perceived_accuracy-6,understanding-1,accuracy_standard-4,frustration-2,trust-3,recommend-2,fdbk_importance-6,learn-4,perf-4
_instance,1b3f9f60-c9e1-429a-9081-fc9ce8cde500,perceived_accuracy-6,understanding-2,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-5,learn-4,perf-4
_instance_explain,70765f50-ec75-499c-b092-087bf5d68dc9,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-3,trust-5,recommend-6,fdbk_importance-7,learn-6,perf-7
_instance_explain,90446629-cb5f-4dae-a896-0885b77df649,perceived_accuracy-5,understanding-2,accuracy_standard-1,frustration-7,trust-1,recommend-1,fdbk_importance-7,learn-1,perf-4
_feature_explain,2f8883d8-0e9f-48ae-8aac-fd716b16f6e3,perceived_accuracy-6,understanding-4,accuracy_standard-5,frustration-5,trust-3,recommend-4,fdbk_importance-6,learn-5,perf-6
empty,b3a377dc-b967-4863-95f6-e0171894b473,perceived_accuracy-5,understanding-5,accuracy_standard-2,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-6,perf-5
_instance,032aea52-8f98-4a7f-8704-b39184f9e114,perceived_accuracy-5,understanding-4,accuracy_standard-5,frustration-4,trust-5,recommend-6,fdbk_importance-7,learn-6,perf-5
_feature,c7326343-5283-47af-8dec-006bf043b282,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-6,trust-5,recommend-5,fdbk_importance-7,learn-6,perf-6
_instance_explain,02985851-c4f9-4e1f-bd84-bf3b874bb2de,perceived_accuracy-6,understanding-5,accuracy_standard-3,frustration-5,trust-4,recommend-4,fdbk_importance-7,learn-3,perf-4
_instance_explain,6977e1ad-f92b-4f39-965b-28b44a8ef914,perceived_accuracy-5,understanding-5,accuracy_standard-6,frustration-3,trust-6,recommend-6,fdbk_importance-7,learn-5,perf-5
_instance,79ce47ef-59b6-4ef6-889a-03ec6f026bce,perceived_accuracy-5,understanding-3,accuracy_standard-5,frustration-3,trust-5,recommend-5,fdbk_importance-7,learn-4,perf-4
_instance_explain,06870d59-ad82-47ca-8745-b63a2d8886fd,perceived_accuracy-3,understanding-1,accuracy_standard-4,frustration-5,trust-3,recommend-1,fdbk_importance-7,learn-3,perf-4
empty,1df58840-1156-489d-bff9-978219492211,perceived_accuracy-6,understanding-5,accuracy_standard-5,frustration-2,trust-5,recommend-6,fdbk_importance-6,learn-3,perf-4
_instance,6a7e6e70-df7c-44a4-84f9-37d4a3542115,perceived_accuracy-5,understanding-4,accuracy_standard-1,frustration-6,trust-2,recommend-1,fdbk_importance-4,learn-4,perf-4
_instance,43da0c3b-bb38-4185-8ce1-2ee617830a4c,perceived_accuracy-5,understanding-6,accuracy_standard-1,frustration-5,trust-3,recommend-3,fdbk_importance-6,learn-5,perf-4
_explain,e6cae7fc-eced-48b6-b8d6-2c6014f8133c,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-3,trust-5,recommend-5,fdbk_importance-7,learn-4,perf-4
_instance,187c0c11-7730-4edb-8d10-245b2ae60b8b,perceived_accuracy-5,understanding-5,accuracy_standard-6,frustration-2,trust-5,recommend-6,fdbk_importance-7,learn-7,perf-5
_feature,595d44e6-553d-411d-b5d9-796ca9e91ca6,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-3,trust-5,recommend-5,fdbk_importance-6,learn-5,perf-5
empty,8e3ce06d-2523-43f8-ad42-dea11fe235d6,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-6,perf-5
_instance,8d0f8898-0807-4710-bd4f-f2dfd99674e2,perceived_accuracy-5,understanding-3,accuracy_standard-6,frustration-4,trust-5,recommend-6,fdbk_importance-6,learn-5,perf-5
_instance,04a658b1-e307-4f8d-9a5c-d41838b64d17,perceived_accuracy-6,understanding-5,accuracy_standard-5,frustration-5,trust-5,recommend-5,fdbk_importance-7,learn-5,perf-6
_explain,139618e7-57ab-4499-856a-35b77afa0b9b,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-3,trust-5,recommend-5,fdbk_importance-5,learn-4,perf-4
_feature,e83a451f-7349-4132-8b0b-7381ffe1b0a8,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-3,trust-5,recommend-6,fdbk_importance-7,learn-6,perf-6
_feature_explain,50d279f3-09f9-48d6-affc-03fee5515be1,perceived_accuracy-5,understanding-3,accuracy_standard-3,frustration-6,trust-2,recommend-3,fdbk_importance-6,learn-5,perf-5
_explain,6848916f-c898-496d-9ce6-71f2d1a5e300,perceived_accuracy-3,understanding-3,accuracy_standard-2,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-2,perf-3
_explain,9032f80e-f37d-47ad-aecd-d9f89df026ce,perceived_accuracy-5,understanding-2,accuracy_standard-3,frustration-3,trust-3,recommend-6,fdbk_importance-6,learn-5,perf-5
_feature,a327c75d-d55f-40c8-9eb7-83d86db5f940,perceived_accuracy-6,understanding-4,accuracy_standard-7,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-4,perf-4
_feature_explain,8ef80138-54c7-41ad-b220-3b747d24d610,perceived_accuracy-5,understanding-6,accuracy_standard-5,frustration-5,trust-3,recommend-4,fdbk_importance-6,learn-3,perf-4
_feature,67f148a3-7792-4e49-bb33-cea40efe8a08,perceived_accuracy-6,understanding-6,accuracy_standard-5,frustration-2,trust-6,recommend-5,fdbk_importance-6,learn-6,perf-7
_feature_explain,2f08fecd-4938-494d-bea0-e3ef4e49da2a,perceived_accuracy-6,understanding-5,accuracy_standard-4,frustration-5,trust-3,recommend-3,fdbk_importance-6,learn-4,perf-4
_instance,de0ab4dd-50c8-4972-8232-bac3f0ea1afc,perceived_accuracy-6,understanding-5,accuracy_standard-5,frustration-1,trust-6,recommend-6,fdbk_importance-6,learn-5,perf-5
empty,c0363f72-6c86-46f2-b8cc-bf2b825c6a59,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-2,trust-5,recommend-5,fdbk_importance-7,learn-5,perf-5
empty,68d7442d-9974-4ced-ba3e-43b1ad04add0,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-7,learn-3,perf-4
empty,06f71558-4705-43d2-9f59-29e0f14d17fa,perceived_accuracy-5,understanding-4,accuracy_standard-5,frustration-5,trust-4,recommend-3,fdbk_importance-7,learn-5,perf-6
_feature_explain,59da8950-b504-4113-b378-7682b72bdd14,perceived_accuracy-6,understanding-5,accuracy_standard-5,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-4,perf-4
_explain,154c5ae1-996d-4a9d-9030-b3265f576bdf,perceived_accuracy-2,understanding-3,accuracy_standard-2,frustration-7,trust-1,recommend-1,fdbk_importance-5,learn-2,perf-4
_feature_explain,9062430c-7852-4926-b0b0-8c5a191d74e3,perceived_accuracy-5,understanding-2,accuracy_standard-6,frustration-3,trust-4,recommend-6,fdbk_importance-6,learn-5,perf-5
empty,17d3b30c-8895-42dc-97a6-4f051ee747af,perceived_accuracy-5,understanding-2,accuracy_standard-3,frustration-5,trust-2,recommend-2,fdbk_importance-3,learn-4,perf-5
empty,aa7ff3d4-c522-4994-9704-ef55edadd7c7,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-2,perf-4
empty,deb56b65-72b6-4387-ac71-44058da7013d,perceived_accuracy-5,understanding-3,accuracy_standard-2,frustration-7,trust-1,recommend-1,fdbk_importance-6,learn-2,perf-4
_feature,1ee97795-e9e4-4106-8eea-13e041aa61dc,perceived_accuracy-6,understanding-5,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-6,perf-5
_feature,a7b49193-472a-4bb8-9623-a183a02410b8,perceived_accuracy-4,understanding-5,accuracy_standard-2,frustration-6,trust-1,recommend-1,fdbk_importance-6,learn-5,perf-5
_explain,5b478241-e4d4-4e90-a4e7-1bd4fa49e8f6,perceived_accuracy-6,understanding-5,accuracy_standard-6,frustration-2,trust-6,recommend-6,fdbk_importance-6,learn-6,perf-6
