_feature,50ea1222-e014-4741-b25e-95f16cc28576,perceived_accuracy-6,understanding-5,accuracy_standard-7,frustration-1,trust-6,recommend-7,fdbk_importance-5,learn-4,perf-4
_instance_explain,304c3c7d-3251-4559-8572-0a4ef4faa0ed,perceived_accuracy-3,understanding-5,accuracy_standard-2,frustration-7,trust-1,recommend-1,fdbk_importance-5,learn-4,perf-4
_feature_explain,16c193cb-d073-4a24-9511-acd24a952f77,perceived_accuracy-6,understanding-6,accuracy_standard-3,frustration-2,trust-5,recommend-7,fdbk_importance-7,learn-5,perf-6
_instance,06f88ce6-a275-4baf-af90-fa2845ac308d,perceived_accuracy-5,understanding-4,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-6,learn-4,perf-5
_instance_explain,65e2f4d8-8ac9-4ab0-8029-11f21ea1a7b8,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-5,trust-3,recommend-2,fdbk_importance-7,learn-4,perf-4
_explain,e3f6286c-cf96-449d-830e-87d20cd56dbf,perceived_accuracy-5,understanding-2,accuracy_standard-3,frustration-5,trust-2,recommend-3,fdbk_importance-7,learn-3,perf-4
_explain,8bb08bae-eb64-4992-b350-b238d7b4cf38,perceived_accuracy-5,understanding-6,accuracy_standard-3,frustration-6,trust-2,recommend-3,fdbk_importance-3,learn-2,perf-4
_explain,cfb4472e-510f-4537-9d9d-18387b38887f,perceived_accuracy-5,understanding-4,accuracy_standard-5,frustration-5,trust-3,recommend-3,fdbk_importance-5,learn-5,perf-5
empty,c77d2b1a-9929-43f3-ae79-df35ab789419,perceived_accuracy-5,understanding-3,accuracy_standard-5,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-4,perf-3
empty,fee277b8-4399-44f6-b16b-957775325f60,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-3,trust-5,recommend-5,fdbk_importance-5,learn-5,perf-5
_feature_explain,fdfa9b45-5710-4a5b-bdba-dba3261b407a,perceived_accuracy-6,understanding-6,accuracy_standard-2,frustration-3,trust-5,recommend-5,fdbk_importance-7,learn-5,perf-5
_feature_explain,359531ba-da05-4900-bbbb-9c4b59eaa869,perceived_accuracy-1,understanding-1,accuracy_standard-6,frustration-7,trust-1,recommend-1,fdbk_importance-6,learn-2,perf-5
_feature_explain,45af97a1-fd19-47a3-a639-405f1150ea7e,perceived_accuracy-6,understanding-7,accuracy_standard-2,frustration-2,trust-6,recommend-5,fdbk_importance-7,learn-7,perf-7
_explain,8962afc4-631a-435b-859c-c361a84d2c08,perceived_accuracy-3,understanding-2,accuracy_standard-5,frustration-7,trust-2,recommend-2,fdbk_importance-7,learn-5,perf-4
_feature,2780cee4-6655-419a-8b44-5ebe762a63c6,perceived_accuracy-5,understanding-5,accuracy_standard-5,frustration-3,trust-5,recommend-6,fdbk_importance-6,learn-5,perf-5
_feature,8589a82f-f983-4dde-adb9-8aa319da003e,perceived_accuracy-6,understanding-4,accuracy_standard-6,frustration-2,trust-5,recommend-5,fdbk_importance-7,learn-5,perf-4
_feature,f363055c-2087-475c-86ff-ab6ba22cec97,perceived_accuracy-6,understanding-6,accuracy_standard-3,frustration-5,trust-3,recommend-2,fdbk_importance-6,learn-3,perf-4
_feature,a5eb967f-1051-4141-9c35-41eb1889bc58,perceived_accuracy-3,understanding-3,accuracy_standard-5,frustration-5,trust-3,recommend-4,fdbk_importance-6,learn-5,perf-5
_explain,192c49c7-8f8d-47ae-b5fc-957b1e239353,perceived_accuracy-4,understanding-4,accuracy_standard-1,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-4,perf-4
_instance,4d953200-b131-45f3-9d10-4d290c99ece3,perceived_accuracy-6,understanding-6,accuracy_standard-2,frustration-2,trust-6,recommend-6,fdbk_importance-7,learn-4,perf-4
_feature_explain,bd7eb0ab-5d20-4fbd-97fd-e8fd9849317b,perceived_accuracy-6,understanding-6,accuracy_standard-6,frustration-2,trust-6,recommend-5,fdbk_importance-7,learn-6,perf-5
_feature_explain,e17d53ba-8f58-46d3-b0c5-79fc08493e12,perceived_accuracy-3,understanding-3,accuracy_standard-5,frustration-6,trust-2,recommend-2,fdbk_importance-6,learn-5,perf-5
empty,ee8a5dc4-61d1-4bc7-a0e0-75f56a841b0a,perceived_accuracy-5,understanding-6,accuracy_standard-5,frustration-6,trust-4,recommend-1,fdbk_importance-5,learn-4,perf-4
_explain,c5a98107-4093-4874-b635-8504fc0d2a07,perceived_accuracy-1,understanding-1,accuracy_standard-5,frustration-7,trust-1,recommend-1,fdbk_importance-7,learn-1,perf-4
_feature_explain,7b451ae5-c8bb-429e-857e-abb3252c4b5f,perceived_accuracy-3,understanding-4,accuracy_standard-5,frustration-5,trust-2,recommend-2,fdbk_importance-6,learn-4,perf-4
_feature,99b4fa3b-d912-4d34-9d27-ebbf291a5501,perceived_accuracy-5,understanding-5,accuracy_standard-6,frustration-4,trust-5,recommend-5,fdbk_importance-7,learn-6,perf-5
_instance,6553e9f6-4dac-46f2-a46b-41496d3475c4,perceived_accuracy-6,understanding-3,accuracy_standard-6,frustration-2,trust-6,recommend-7,fdbk_importance-7,learn-6,perf-5
_explain,df7361cb-64de-49df-9a1a-e42c21deae71,perceived_accuracy-5,understanding-5,accuracy_standard-3,frustration-6,trust-2,recommend-2,fdbk_importance-6,learn-2,perf-4
_explain,804b0076-6716-41ce-8511-cd213b421f2b,perceived_accuracy-5,understanding-6,accuracy_standard-1,frustration-6,trust-2,recommend-2,fdbk_importance-7,learn-2,perf-4
_feature_explain,cb5e5788-178c-4017-94e9-00a1e3ec84f5,perceived_accuracy-6,understanding-7,accuracy_standard-6,frustration-2,trust-5,recommend-6,fdbk_importance-7,learn-6,perf-6
_instance_explain,93a957ca-5b6b-47f7-a1c5-aab23ed73ce1,perceived_accuracy-5,understanding-1,accuracy_standard-6,frustration-6,trust-3,recommend-1,fdbk_importance-7,learn-3,perf-4
empty,1cac7a32-748f-4410-b937-ebc725e50f54,perceived_accuracy-3,understanding-4,accuracy_standard-5,frustration-7,trust-2,recommend-2,fdbk_importance-6,learn-4,perf-4
