0.858
0.848
0.838
0.83
0.882
0.866
0.886
0.886
0.874
0.864
0.872
0.838
0.866
0.862
0.866
0.868
0.822
0.88
0.87
0.808
0.884
0.826
0.888
0.874
0.85
0.89
0.874
0.874
0.856
0.87
0.85
0.864
0.886
0.868
0.876
0.884
0.884
0.866
0.862
0.846
0.866
0.864
0.856
0.904
0.856
0.862
0.878
0.75
0.808
0.82
0.874
0.882
0.852
0.88
0.842
